id,title,year,rated,released,runtime,plot,language,country,awards,metascore,imdb_rating,imdb_votes,tomato_meter,tomato_rating,tomato_consensus,wiki_title,imdb_id,rt_title,created,updated
2133,"Blind Fury",1989,R,"16 Mar 1990","86 min",,,USA,N/A,N/A,6.2,"8,547",58,4.5,N/A,"Blind Fury",tt0096945,blind_fury,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:04 +0100"
2134,"Blind Mountain",2007,N/A,"12 Mar 2008","95 min",,,China,"3 wins & 1 nomination.",60,7.4,864,83,6.7,"Li's characters are imperfectly drawn, and the film follows a somewhat problematic arc, but Blind Mountain is nonetheless deeply compelling viewing.","Blind Mountain",tt1020972,mang_shan,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:07 +0100"
2135,"Blind Shaft",2003,Unrated,"10 Nov 2005","92 min",,,"China, Germany, Hong Kong","16 wins & 6 nominations.",78,7.6,"1,628",94,7.8,"A taut, biting critique on the new economic conditions in China.","Blind Shaft",tt0351299,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:09 +0100"
2136,Blindness,2008,R,"03 Oct 2008","121 min",,,"Canada, Brazil, Japan","12 wins & 18 nominations.",45,6.6,"50,171",43,5.2,"This allegorical disaster film about society's reaction to mass blindness is mottled and self-satisfied; provocative but not as interesting as its premise implies.","Blindness (2008 film)",tt0861689,1188215-blindness,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:10 +0100"
2137,Blink,1994,R,"26 Jan 1994","106 min",,,USA,"2 nominations.",N/A,6.1,"5,559",62,5.6,N/A,"Blink (film)",tt0109297,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:12 +0100"
2138,Bliss,1917,N/A,"14 Oct 1917",N/A,,,USA,N/A,N/A,5.1,48,N/A,N/A,N/A,"Bliss (1917 film)",tt0007709,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:15 +0100"
2139,Bliss,1985,R,"21 Feb 1986","112 min",,,Australia,"4 wins & 11 nominations.",N/A,7.0,973,N/A,N/A,N/A,"Bliss (1985 film)",tt0088821,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:20 +0100"
2140,"Bliss (1997 film)",,,,,,,,,,,,,,,,,,"2014-05-11 19:37:12 2014 +0100",
2141,Bliss,2007,N/A,"16 Mar 2007","105 min",,,"Turkey, Greece","14 wins & 4 nominations.",71,7.7,"5,379",59,6.5,N/A,"Bliss (2007 film)",tt0978649,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:23 +0100"
2142,"Blissfully Yours",2002,N/A,"09 Oct 2002","125 min",,,"Thailand, France","7 wins & 2 nominations.",75,7.1,"1,219",90,7.6,N/A,"Blissfully Yours",tt0317171,blissfully_yours,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:26 +0100"
2143,"Blithe Spirit",1945,"Not Rated","14 May 1945","96 min",,,UK,"Won 1 Oscar. Another 1 nomination.",N/A,7.1,"2,928",71,7.1,N/A,"Blithe Spirit (film)",tt0038363,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:28 +0100"
2144,Blitz,2011,R,"20 May 2011","97 min",,,"UK, France, USA",N/A,N/A,6.2,"51,714",46,5.0,N/A,"Blitz (film)",tt1297919,blitz_2011,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:30 +0100"
2145,Block-Heads,1938,N/A,"19 Aug 1938","57 min",,,USA,N/A,N/A,7.7,"1,845",N/A,N/A,N/A,Block-Heads,tt0029923,blockheads,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:32 +0100"
2146,"Blonde Ambition",2007,PG-13,"10 Jan 2008","93 min",,,USA,N/A,N/A,3.8,"4,476",14,2.8,N/A,"Blonde Ambition",tt0887719,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:35 +0100"
2147,"Blonde Venus",1932,N/A,"25 Nov 1932","93 min",,,USA,N/A,N/A,7.3,"2,356",60,7.0,N/A,"Blonde Venus",tt0022698,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:37 +0100"
2148,,,,,,,,,,,,,,,,"Blood: The Last Vampire (2009 film)",tt806027,10011388-blood_the_last_vampire,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:39 +0100"
2149,BloodRayne,2005,R,"06 Jan 2006","95 min",,,"USA, Germany","6 nominations.",18,2.8,"28,128",4,2.3,"BloodRayne is an absurd sword-and-sorcery vid-game adaptation from schlock-maestro Uwe Boll, featuring a distinguished (and slumming) cast.","BloodRayne (film)",tt0383222,bloodrayne,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:39 +0100"
2150,"BloodRayne: Deliverance",2007,R,"24 Jul 2008","99 min",,,"Canada, Germany",N/A,N/A,2.6,"7,500",N/A,N/A,N/A,"BloodRayne 2: Deliverance",tt0896036,bloodrayne_2,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:41 +0100"
2151,"Blood and Chocolate",2007,PG-13,"26 Jan 2007","98 min",,,"USA, UK, Germany, Romania",N/A,33,5.4,"13,573",11,3.6,"Cheap CG effects and laughable dialogue make Blood and Chocolate worse than the usual werewolf flick.","Blood & Chocolate (film)",tt0397044,blood_and_chocolate,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:44 +0100"
2152,"Blood & Orchids",1986,N/A,"23 Feb 1986","240 min",,,USA,"Nominated for 1 Primetime Emmy. Another 1 nomination.",N/A,6.7,166,N/A,N/A,N/A,"Blood & Orchids",tt0090749,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:47 +0100"
2153,"Blood Alley",1955,Approved,"01 Oct 1955","110 min",,,USA,N/A,N/A,6.2,"1,639",N/A,N/A,N/A,"Blood Alley",tt0047889,blood_alley,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:48 +0100"
2154,"Blood Bath",1966,Unrated,"02 Mar 1966","80 min",,,"USA, Yugoslavia",N/A,N/A,4.9,302,N/A,N/A,N/A,"Blood Bath",tt0060174,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:50 +0100"
2155,"Blood Brothers",1973,N/A,"24 Feb 1973","118 min",,,"Hong Kong","3 wins.",N/A,7.1,378,20,N/A,N/A,"Blood Brothers (1973 film)",tt0069881,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:55 +0100"
2156,"Blood Brothers: Bruce Springsteen and the E Street Band",2000,N/A,N/A,"90 min",,,USA,"1 nomination.",N/A,7.7,159,N/A,N/A,N/A,"Blood Brothers (1996 film)",tt0283946,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:03:57 +0100"
2157,"Triad Underworld",2004,R,"26 May 2004","85 min",,,"Hong Kong","1 win & 3 nominations.",N/A,6.4,"1,147",49,N/A,N/A,"Blood Brothers (2004 film)",tt0415080,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:03 +0100"
2158,"Blood Brothers",2007,R,"16 Aug 2007","95 min",,,"Hong Kong, Taiwan, China",N/A,N/A,5.6,963,N/A,N/A,N/A,"Blood Brothers (2007 action film)",tt0897287,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:06 +0100"
2159,"Blood Brothers",2007,N/A,"30 Nov 2007","13 min",,,India,N/A,N/A,7.6,164,N/A,N/A,N/A,"Blood Brothers (2007 drama film)",tt0893395,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:09 +0100"
2160,"Blood Diamond",2006,R,"08 Dec 2006","143 min",,,"USA, Germany","Nominated for 5 Oscars. Another 7 wins & 18 nominations.",64,8.0,"293,990",62,6.3,"Blood Diamond overcomes poor storytelling with its biting commentary and fine performances.","Blood Diamond (film)",tt0450259,blood_diamond,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:12 +0100"
2161,"Blood Diner",1987,Unrated,"01 Jul 1987","88 min",,,USA,N/A,N/A,4.9,"2,046",N/A,N/A,N/A,"Blood Diner",tt0092669,blood_diner,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:14 +0100"
2162,"Blood Feast",1963,Unrated,"06 Jul 1963","67 min",,,USA,N/A,N/A,5.0,"3,435",36,4.2,N/A,"Blood Feast",tt0056875,1002611-blood_feast,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:16 +0100"
2163,"Blood In, Blood Out",1993,R,"30 Apr 1993","180 min",,,USA,"1 win & 1 nomination.",N/A,7.9,"19,161",55,5.5,N/A,"Blood In Blood Out",tt0106469,blood_in_blood_out,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:17 +0100"
2164,"Blood Rain",2005,N/A,"04 May 2005","119 min",,,"South Korea","2 wins.",N/A,6.8,754,59,N/A,N/A,"Blood Rain (film)",tt0462684,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:21 +0100"
2165,"Blood Simple.",1984,R,"18 Jan 1985","99 min",,,USA,"4 wins & 6 nominations.",81,7.7,"55,126",94,8.1,"Brutally violent and shockingly funny in equal measure, Blood Simple offers early evidence of the Coen Brothers' twisted sensibilities and filmmaking ingenuity.","Blood Simple",tt0086979,blood_simple,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:24 +0100"
2166,"Bloodsucking Freaks",1976,X,"03 Nov 1976","91 min",,,USA,N/A,N/A,4.7,"3,608",40,3.9,N/A,"Blood Sucking Freaks",tt0077247,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:25 +0100"
2167,"Blood Surf",2000,R,"26 Jun 2001","88 min",,,USA,N/A,N/A,3.2,"1,677",N/A,N/A,N/A,"Blood Surf",tt0226919,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:27 +0100"
2168,"Blood Trails",2006,R,N/A,"87 min",,,Germany,N/A,N/A,3.6,"1,288",N/A,N/A,N/A,"Blood Trails",tt0805185,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:29 +0100"
2169,"Blood Work",2002,R,"09 Aug 2002","110 min",,,USA,"1 win.",64,6.4,"28,917",53,5.6,"Blood Work is a routine, but competently made thriller marred by lethargic pacing.","Blood Work (film)",tt0309377,blood_work,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:33 +0100"
2170,"Blood and Black Lace",1964,Unrated,"07 Apr 1965","84 min",,,"Italy, France, Monaco",N/A,N/A,7.4,"3,562",80,7.6,N/A,"Blood and Black Lace",tt0058567,sei-donne-per-lassassino-blood-and-black-lace-six-women-for-the-murderer,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:34 +0100"
2171,"Blood and Bone",2009,R,"20 Sep 2009","93 min",,,USA,N/A,N/A,6.7,"19,340",N/A,N/A,N/A,"Blood and Bone",tt0346631,blood_and_bone,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:36 +0100"
2172,"Blood and Sand",1922,N/A,"05 Aug 1922","80 min",,,USA,N/A,N/A,7.4,869,100,7.0,N/A,"Blood and Sand (1922 film)",tt0012952,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:38 +0100"
2173,"Blood and Wine",1996,R,"21 Feb 1997","101 min",,,"USA, UK","1 win & 1 nomination.",N/A,6.0,"6,679",61,6.1,N/A,"Blood and Wine",tt0115710,blood_and_wine,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:41 +0100"
2174,"Blood for Dracula",1974,R,"27 Nov 1974","106 min",,,"Italy, France",N/A,N/A,6.2,"3,653",67,6.4,N/A,"Blood for Dracula",tt0071233,blood_for_dracula,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:44 +0100"
2175,"Blood from the Mummy's Tomb",1971,PG,"17 May 1972","94 min",,,UK,N/A,N/A,5.8,"1,401",N/A,N/A,N/A,"Blood from the Mummy's Tomb",tt0068290,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:45 +0100"
2176,"Blood of Dracula's Castle",1969,N/A,"05 Oct 1969","84 min",,,USA,N/A,N/A,3.0,595,18,N/A,N/A,"Blood of Dracula's Castle",tt0061412,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:49 +0100"
2177,"The Blood on Satan's Claw",1971,R,"01 Jan 1971","97 min",,,UK,N/A,N/A,6.4,"2,190",N/A,N/A,N/A,"Blood on Satan's Claw",tt0066849,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:52 +0100"
2178,"Blood on Wolf Mountain",1936,N/A,"01 Nov 1936","70 min",,,China,N/A,N/A,7.0,20,N/A,N/A,N/A,"Blood on Wolf Mountain",tt0323015,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:55 +0100"
2179,"Bloodbath at the House of Death",1984,R,"30 Mar 1984","88 min",,,UK,"1 win.",N/A,5.2,720,N/A,N/A,N/A,"Bloodbath at the House of Death",tt0086981,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:04:58 +0100"
2180,Bloodbrothers,1978,R,"06 Oct 1978","116 min",,,USA,"Nominated for 1 Oscar. Another 1 nomination.",N/A,5.8,506,N/A,N/A,N/A,"Bloodbrothers (1978 film)",tt0078878,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:00 +0100"
2181,Bloodlust!,1961,Unrated,"13 Sep 1961","68 min",,,USA,N/A,N/A,2.9,"1,599",20,N/A,N/A,Bloodlust!,tt0054691,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:05 +0100"
2182,Bloodsport,1988,R,"26 Feb 1988","92 min",,,USA,"1 nomination.",N/A,6.8,"43,684",33,4.3,N/A,"Bloodsport (film)",tt0092675,bloodsport,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:06 +0100"
2183,"Bloodsport: The Dark Kumite",1999,N/A,"07 Feb 2003","100 min",,,USA,N/A,N/A,2.6,734,48,N/A,N/A,"Bloodsport 4: The Dark Kumite",tt0172184,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:11 +0100"
2184,"Bloodsport 2",1996,R,"01 Mar 1996","90 min",,,USA,N/A,N/A,4.7,"2,004",43,N/A,N/A,"Bloodsport II: The Next Kumite",tt0112536,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:15 +0100"
2185,"Bloodsport III",1996,N/A,"13 May 1997","91 min",,,USA,N/A,N/A,3.9,889,40,N/A,N/A,"Bloodsport III",tt0115714,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:19 +0100"
2186,"Bloody Birthday",1981,R,"28 Apr 1981","85 min",,,USA,N/A,N/A,5.7,"1,786",N/A,N/A,N/A,"Bloody Birthday",tt0082084,bloody_birthday,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:20 +0100"
2187,"Bloody Mama",1970,R,"24 Mar 1970","90 min",,,USA,N/A,N/A,5.6,"1,938",17,4.2,N/A,"Bloody Mama (film)",tt0065481,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:23 +0100"
2188,"Bloody Murder",2000,R,"12 Sep 2000","88 min",,,USA,N/A,N/A,2.9,"1,239",N/A,N/A,N/A,"Bloody Murder",tt0240380,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:25 +0100"
2189,"Bloody Sunday",2002,R,"25 Jan 2002","107 min",,,"UK, Ireland","19 wins & 21 nominations.",90,7.7,"16,839",92,7.9,"Bloody Sunday powerfully recreates the events of that day with startling immediacy.","Bloody Sunday (film)",tt0280491,bloody_sunday,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:27 +0100"
2190,"Bloody Tie",2006,N/A,"26 Apr 2006","117 min",,,"South Korea",N/A,N/A,6.4,449,68,N/A,N/A,"Bloody Tie",tt0816437,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:31 +0100"
2191,"Bloom in the Moonlight",1993,N/A,"21 Aug 1993","125 min",,,Japan,"4 wins & 11 nominations.",N/A,7.5,12,N/A,N/A,N/A,"Bloom in the Moonlight",tt0202672,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:34 +0100"
2192,"Blossoms in the Dust",1941,Unrated,"25 Jul 1941","99 min",,,USA,"Won 1 Oscar. Another 3 nominations.",N/A,7.0,966,25,5.3,N/A,"Blossoms in the Dust",tt0033407,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:37 +0100"
2193,Blow,2001,R,"06 Apr 2001","124 min",,,USA,"1 win & 5 nominations.",52,7.6,"157,489",55,5.8,"With elements that seem borrowed from movies like Goodfellas and Boogie Nights, Blow is pretty much been-there-done-that despite another excellent performance from Johnny Depp. It, also, becomes too sentimental at the end.","Blow (film)",tt0221027,blow,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:38 +0100"
2194,"Blow Dry",2001,R,"30 Mar 2001","94 min",,,"USA, UK, Germany",N/A,38,6.2,"6,186",19,4.0,"Heartwarming, but over-the-top and too formulaic.","Blow Dry (film)",tt0212380,1101191-blow_dry,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:40 +0100"
2195,"Blow Out",1981,R,"24 Jul 1981","107 min",,,USA,"1 win & 1 nomination.",N/A,7.3,"20,620",90,7.8,"With a story inspired by Antonioni's Blow Up and a style informed by the high-gloss suspense of Hitchcock, DePalma's Blow Out is raw, politically informed, and littered with film references.","Blow Out",tt0082085,blow_out,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:41 +0100"
2196,"Blown Away",1993,R,"14 Aug 1993","92 min",,,Canada,N/A,N/A,5.1,"3,142",N/A,N/A,N/A,"Blown Away (1992 film)",tt0103843,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:42 +0100"
2197,"Blown Away",1994,R,"01 Jul 1994","121 min",,,USA,"2 nominations.",N/A,6.1,"19,777",28,4.8,N/A,"Blown Away (1994 film)",tt0109303,1052838-blown_away,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:44 +0100"
2198,Blow-Up,1966,"Not Rated","18 Dec 1966","111 min",,,"UK, Italy, USA","Nominated for 2 Oscars. Another 9 wins & 4 nominations.",N/A,7.7,"32,661",85,8.0,N/A,Blowup,tt0060176,1002673,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:47 +0100"
2199,"Blue Car",2002,R,"02 May 2003","96 min",,,USA,"1 win & 5 nominations.",76,6.8,"2,840",81,6.9,"A cautionary tale that rings true.","Blue Car",tt0290145,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:49 +0100"
2200,"Blue Chips",1994,PG-13,"18 Feb 1994","108 min",,,USA,"1 nomination.",N/A,6.0,"8,098",37,5.1,N/A,"Blue Chips",tt0109305,blue_chips,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:49 +0100"
2201,"Blue Collar",1978,R,"10 Feb 1978","114 min",,,USA,N/A,N/A,7.5,"3,577",100,7.4,N/A,"Blue Collar (film)",tt0077248,blue_collar,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:51 +0100"
2202,"Blue Collar Comedy Tour: The Movie",2003,PG-13,"28 Mar 2003","105 min",,,USA,N/A,70,7.2,"3,479",92,6.8,N/A,"Blue Collar Comedy Tour: The Movie",tt0330069,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:53 +0100"
2203,"Blue Crush",2002,PG-13,"16 Aug 2002","104 min",,,"USA, Germany","1 win & 6 nominations.",61,5.6,"22,384",36,5.0,"Derailed by jarring plot turns, Crush is an implausible take on female friendships.","Blue Crush",tt0300532,blue_crush,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:05:57 +0100"
2204,"Blue Desert",1991,R,"09 Jan 1991","97 min",,,USA,N/A,N/A,5.2,400,47,N/A,N/A,"Blue Desert (film)",tt0101486,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:01 +0100"
2205,"Blue Hawaii",1961,PG,"22 Nov 1961","102 min",,,USA,"1 win & 3 nominations.",N/A,6.0,"3,168",17,4.3,N/A,"Blue Hawaii",tt0054692,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:03 +0100"
2206,"Blue Jasmine",2013,PG-13,"23 Aug 2013","98 min",,,USA,"Won 1 Oscar. Another 27 wins & 35 nominations.",78,7.4,"84,026",91,8.0,"Woody Allen's Blue Jasmine finds the director in peak late-period form -- and benefiting from a superb cast led by Cate Blanchett.","Blue Jasmine",tt2334873,blue_jasmine,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:05 +0100"
2207,,,,,,,,,,,,,,,,"Blue Murder at St Trinian's",tt51423,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:07 +0100"
2208,"Blue Skies",1946,Unrated,"16 Oct 1946","104 min",,,USA,N/A,N/A,6.6,815,80,6.6,N/A,"Blue Skies (film)",tt0038370,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:07 +0100"
2209,"Blue Sky",1994,PG-13,"16 Sep 1994","101 min",,,USA,"Won 1 Oscar. Another 4 wins & 4 nominations.",N/A,6.5,"4,400",74,6.4,N/A,"Blue Sky (film)",tt0109306,blue-sky,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:10 +0100"
2210,"Blue Streak",1999,PG-13,"17 Sep 1999","93 min",,,"USA, Germany",N/A,46,6.2,"51,104",36,4.8,"Martin Lawrence lends his comedic touch, but the movie isn't much more than standard action-comedy fare.","Blue Streak (film)",tt0181316,blue_streak,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:12 +0100"
2211,"Blue Thunder",1983,R,"13 May 1983","109 min",,,USA,"Nominated for 1 Oscar. Another 1 win & 2 nominations.",N/A,6.3,"10,222",84,6.3,N/A,"Blue Thunder",tt0085255,blue_thunder,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:14 +0100"
2212,"Blue Valentine",2010,NC-17,"27 Dec 2010","112 min",,,USA,"Nominated for 1 Oscar. Another 4 wins & 21 nominations.",81,7.4,"109,715",87,7.8,"This emotionally gripping examination of a marriage on the rocks isn't always easy to watch, but Michelle Williams and Ryan Gosling give performances of unusual depth and power.","Blue Valentine (film)",tt1120985,blue_valentine,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:15 +0100"
2213,"Blue Velvet",1986,R,"30 Oct 1986","120 min",,,USA,"Nominated for 1 Oscar. Another 22 wins & 11 nominations.",75,7.8,"101,627",92,8.6,"If audiences walk away from this subversive, surreal shocker not fully understanding the story, they might also walk away with a deeper perception of the potential of film storytelling.","Blue Velvet (film)",tt0090756,blue_velvet,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:18 +0100"
2214,"Blue in the Face",1995,R,"13 Oct 1995","83 min",,,USA,"2 nominations.",54,6.7,"6,684",43,5.5,N/A,"Blue in the Face",tt0112541,blue_in_the_face,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:19 +0100"
2215,Blueprint,2003,N/A,"01 Jan 2004","108 min",,,Germany,N/A,N/A,5.8,663,N/A,N/A,N/A,"Blueprint (film)",tt0321473,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:22 +0100"
2216,"Blues Brothers 2000",1998,PG-13,"06 Feb 1998","123 min",,,USA,"1 nomination.",N/A,4.8,"20,614",45,5.1,N/A,"Blues Brothers 2000",tt0118747,blues_brothers_2000,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:24 +0100"
2217,"Boat Trip",2002,R,"21 Mar 2003","94 min",,,"USA, Germany","3 nominations.",18,4.8,"23,254",7,2.6,"Boat Trip is a lame, juvenile farce that's heavy on stereotypes and desperate antics but short on brains and laughs.","Boat Trip (film)",tt0285462,boat_trip,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:26 +0100"
2218,"Bob & Carol & Ted & Alice",1969,R,"16 Jan 1970","105 min",,,USA,"Nominated for 4 Oscars. Another 6 wins & 6 nominations.",N/A,6.5,"3,139",91,7.5,N/A,"Bob & Carol & Ted & Alice",tt0064100,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:29 +0100"
2219,"Bob Roberts",1992,R,"04 Sep 1992","102 min",,,"USA, UK","Nominated for 1 Golden Globe. Another 5 wins & 1 nomination.",N/A,7.1,"10,439",100,7.5,N/A,"Bob Roberts",tt0103850,bob_roberts,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:30 +0100"
2220,"Bob le Flambeur",1956,PG,N/A,"98 min",,,France,N/A,80,7.8,"5,879",97,8.1,N/A,"Bob le flambeur",tt0047892,bob_le_flambeur,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:32 +0100"
2221,Bobby,1973,N/A,"01 Nov 1973","168 min",,,India,"5 wins.",N/A,7.2,849,72,N/A,N/A,"Bobby (1973 film)",tt0069810,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:36 +0100"
2222,Bobby,2002,N/A,"31 Oct 2002",N/A,,,India,N/A,N/A,3.8,239,N/A,N/A,N/A,"Bobby (2002 film)",tt0960734,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:38 +0100"
2223,Bobby,2006,R,"23 Nov 2006","120 min",,,USA,"Nominated for 2 Golden Globes. Another 5 wins & 11 nominations.",54,7.1,"35,503",46,5.6,"Despite best intentions from director Emilio Estevez and his ensemble cast, they succumb to a script filled with pointless subplots and awkward moments working too hard to parallel contemporary times.","Bobby (2006 film)",tt0308055,1162559-bobby,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:40 +0100"
2224,"Bobby Deerfield",1977,PG,"04 Nov 1977","124 min",,,USA,N/A,N/A,5.9,"2,350",22,3.9,N/A,"Bobby Deerfield",tt0075774,bobby_deerfield,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:43 +0100"
2225,"Bobby Fischer Against the World",2011,N/A,"06 Jun 2011","93 min",,,"USA, UK, Iceland","Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.",76,7.4,"3,791",87,7.1,N/A,"Bobby Fischer Against the World",tt1777551,,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:45 +0100"
2226,"Bobby Jones: Stroke of Genius",2004,PG,"30 Apr 2004","120 min",,,USA,"1 nomination.",45,6.6,"2,887",26,4.6,"This earnest, monotonous biopic lacks dramatic tension and simplifies Jones' life.","Bobby Jones: Stroke of Genius",tt0375104,bobby_jones_stroke_of_genius,"2014-05-11 19:37:12 2014 +0100","2014-05-15 01:06:46 +0100"
